id,title,description,date_end,city,text_for_rag
36037556,Adoration eucharistique,Adoration le premier vendredi du mois avant la messe de 12h30.,2026-02-06T12:30:00+01:00,Paris,Titre: Adoration eucharistique. Description: Adoration le premier vendredi du mois avant la messe de 12h30.. Ville: Paris
59470477,Heure sainte,Avec la possibilité de se confesser.,2026-02-06T20:30:00+01:00,Paris,Titre: Heure sainte. Description: Avec la possibilité de se confesser.. Ville: Paris
76707110,"Les 4 Saisons de Vivaldi, Ave Maria et Célèbres Adagios","Orchestre Hélios

Informations

https://lamadeleineparis.fr/event/les-4-saisons-de-vivaldi-ave-maria-et-celebres-adagios-4/",2026-02-06T21:30:00+01:00,Paris,"Titre: Les 4 Saisons de Vivaldi, Ave Maria et Célèbres Adagios. Description: Orchestre Hélios

Informations

https://lamadeleineparis.fr/event/les-4-saisons-de-vivaldi-ave-maria-et-celebres-adagios-4/. Ville: Paris"
4529899,"Mozart : Intégrale des symphonies n°9, 34 et 40","[**Plongez au coeur de la saison Mozart avec le Pass 5 concerts !**](https://www.billetweb.fr/pro/passmozart)

Pour sa *Saison Mozart*, le **Collège des Bernardins** accueille **Débora Waldman** et **l'orchestre Idomeneo** qui interprèteront pour la première fois dans un même lieu et lors d'une même saison **l'intégrale des quarante et une symphonies** du compositeur.

En plus des symphonies n°9 et 34, c'est la grande symphonie en sol mineur - la symphonie n°40 - qui sera mise à l'honneur, la plus célèbre d'entre toute, probablement jamais jouée du vivant de **Mozart** et qui pourtant témoigne de la valse des émotions qui animent le compositeur lors d'une période sombre de son existence.

[La *Saison Mozart* au **Collège des Bernardins**](https://www.collegedesbernardins.fr/art-et-culture/saison-mozart)**,** c'est une programmation riche de [concerts](/concerts), de [spectacles](https://www.collegedesbernardins.fr/agendathematiques-new=art%26culture) et de [conférences](https://www.collegedesbernardins.fr/agendacategorie-new=conf%C3%A9rence) tout au long de l'année ! Découvrez, redécouvrez et laissez-vous émerveiller par l'oeuvre du célèbre compositeur autrichien.

Crédit image : Augustin Frison-Roche, *Papageno &amp; Papagena*, 2025",2026-02-06T21:00:00+01:00,Paris,"Titre: Mozart : Intégrale des symphonies n°9, 34 et 40. Description: [**Plongez au coeur de la saison Mozart avec le Pass 5 concerts !**](https://www.billetweb.fr/pro/passmozart)

Pour sa *Saison Mozart*, le **Collège des Bernardins** accueille **Débora Waldman** et **l'orchestre Idomeneo** qui interprèteront pour la première fois dans un même lieu et lors d'une même saison **l'intégrale des quarante et une symphonies** du compositeur.

En plus des symphonies n°9 et 34, c'est la grande symphonie en sol mineur - la symphonie n°40 - qui sera mise à l'honneur, la plus célèbre d'entre toute, probablement jamais jouée du vivant de **Mozart** et qui pourtant témoigne de la valse des émotions qui animent le compositeur lors d'une période sombre de son existence.

[La *Saison Mozart* au **Collège des Bernardins**](https://www.collegedesbernardins.fr/art-et-culture/saison-mozart)**,** c'est une programmation riche de [concerts](/concerts), de [spectacles](https://www.collegedesbernardins.fr/agendathematiques-new=art%26culture) et de [conférences](https://www.collegedesbernardins.fr/agendacategorie-new=conf%C3%A9rence) tout au long de l'année ! Découvrez, redécouvrez et laissez-vous émerveiller par l'oeuvre du célèbre compositeur autrichien.

Crédit image : Augustin Frison-Roche, *Papageno &amp; Papagena*, 2025. Ville: Paris"
57192717,Sacrement des malades,"Recevez le sacrement des malades le samedi 7 février à la messe de 12h15.  
Au préalable, il convient de faire la demande auprès d’un prêtre aux heures d’accueil (16 h 30 - 18 h 15).  
« Le sacrement de l’Onction des malades a pour but de conférer une grâce spéciale au chrétien qui éprouve les difficultés inhérentes à l’état de la maladie grave ou à la vieillesse » (Catéchisme de l’Église catholique n° 1527)",2026-02-07T13:15:00+01:00,Paris,"Titre: Sacrement des malades. Description: Recevez le sacrement des malades le samedi 7 février à la messe de 12h15.  
Au préalable, il convient de faire la demande auprès d’un prêtre aux heures d’accueil (16 h 30 - 18 h 15).  
« Le sacrement de l’Onction des malades a pour but de conférer une grâce spéciale au chrétien qui éprouve les difficultés inhérentes à l’état de la maladie grave ou à la vieillesse » (Catéchisme de l’Église catholique n° 1527). Ville: Paris"
79577674,"""Deviens ce que tu es""","En partenariat avec l'Association ""Des Racines pour les Ailes"", association spécialisée dans l'accompagnement à une orientation scolaire intégrale des jeunes, le parcours ""Deviens ce que tu es""  s'adresse aux élèves de seconde et première de toutes filières et de tous niveaux.  
Le parcours alterne des ateliers collectifs et des rencontres individuelles. Il est construit autour de 4 modules :   
Accueillir ce que je suis : des ateliers collectifs de connaissance de soi pour prendre conscience de ses racines et de son histoire, nommer ses talents et compétences et s’émerveiller de sa personne,  
Vivre la rencontre avec l’autre : un défi solidaire, action collective au profit d’une association caritative, pour aller à la rencontre des plus fragiles, apprendre à se donner et recevoir, mettre ses talents au service du bien commun,  
S’ouvrir au monde : une rencontre avec des professionnels enthousiastes qui donnent sens à leur métier, pour s’ouvrir au monde du travail et découvrir des secteurs économiques respectueux de notre maison commune,  
Découvrir ce pour quoi je suis fait : le test RIASEC et un bilan de synthèse pour définir son projet d’orientation scolaire ( choix des enseignements de spécialité, filières, métiers et environnements) et discerner sa vocation personnelle pour et dans le monde.   
Ce parcours offre une belle occasion de prendre le temps de relire sa vie, repérer ses talents & compétences et s’interroger sur ses valeurs en vue de choix plus paisibles sur Parcoursup. Confiance en soi, en l’autre, en son avenir; autonomie, reprise de motivation dans les études sont les bénéfices évoqués par les jeunes et leur famille. Les parents sont informés de la démarche en début, milieu et fin de parcours lors du bilan avec les familles.",2025-10-14T20:30:00+02:00,Paris,"Titre: ""Deviens ce que tu es"". Description: En partenariat avec l'Association ""Des Racines pour les Ailes"", association spécialisée dans l'accompagnement à une orientation scolaire intégrale des jeunes, le parcours ""Deviens ce que tu es""  s'adresse aux élèves de seconde et première de toutes filières et de tous niveaux.  
Le parcours alterne des ateliers collectifs et des rencontres individuelles. Il est construit autour de 4 modules :   
Accueillir ce que je suis : des ateliers collectifs de connaissance de soi pour prendre conscience de ses racines et de son histoire, nommer ses talents et compétences et s’émerveiller de sa personne,  
Vivre la rencontre avec l’autre : un défi solidaire, action collective au profit d’une association caritative, pour aller à la rencontre des plus fragiles, apprendre à se donner et recevoir, mettre ses talents au service du bien commun,  
S’ouvrir au monde : une rencontre avec des professionnels enthousiastes qui donnent sens à leur métier, pour s’ouvrir au monde du travail et découvrir des secteurs économiques respectueux de notre maison commune,  
Découvrir ce pour quoi je suis fait : le test RIASEC et un bilan de synthèse pour définir son projet d’orientation scolaire ( choix des enseignements de spécialité, filières, métiers et environnements) et discerner sa vocation personnelle pour et dans le monde.   
Ce parcours offre une belle occasion de prendre le temps de relire sa vie, repérer ses talents & compétences et s’interroger sur ses valeurs en vue de choix plus paisibles sur Parcoursup. Confiance en soi, en l’autre, en son avenir; autonomie, reprise de motivation dans les études sont les bénéfices évoqués par les jeunes et leur famille. Les parents sont informés de la démarche en début, milieu et fin de parcours lors du bilan avec les familles.. Ville: Paris"
54193190,Dévotion des premiers samedis du mois,"14h30 : prières d’intercessions  
15h : chapelet de la Miséricorde Divine  
15h15 : rosaire – méditation des trois mystères : joyeux, douloureux, glorieux",2026-02-07T16:00:00+01:00,Paris,"Titre: Dévotion des premiers samedis du mois. Description: 14h30 : prières d’intercessions  
15h : chapelet de la Miséricorde Divine  
15h15 : rosaire – méditation des trois mystères : joyeux, douloureux, glorieux. Ville: Paris"
57547935,Spectacle “Catherine Labouré : un cœur brûlant”,Spectacle-évocation des apparitions de la Vierge Marie à sainte Catherine Labouré.,2026-02-07T18:30:00+01:00,Paris,Titre: Spectacle “Catherine Labouré : un cœur brûlant”. Description: Spectacle-évocation des apparitions de la Vierge Marie à sainte Catherine Labouré.. Ville: Paris
90591566,Chapelet médité,Récitation du chapelet tous les samedis à 17h15 avant la messe de 18h.,2026-02-07T17:45:00+01:00,Paris,Titre: Chapelet médité. Description: Récitation du chapelet tous les samedis à 17h15 avant la messe de 18h.. Ville: Paris
13610953,Sacrement des malades,"« Désormais la force de Dieu agit dans votre faiblesse. » Rituel de l’onction des malades  
Samedi 7 et dimanche 8 février 2026, aux messes dominicales (Dimanche de la Santé). Ceux qui le désirent pourront recevoir l'onction des malades. Nous invitons les paroissiens intéressés à se manifester auprès de Marie-Annie, responsable de l'APID.",2026-02-07T19:30:00+01:00,Paris,"Titre: Sacrement des malades. Description: « Désormais la force de Dieu agit dans votre faiblesse. » Rituel de l’onction des malades  
Samedi 7 et dimanche 8 février 2026, aux messes dominicales (Dimanche de la Santé). Ceux qui le désirent pourront recevoir l'onction des malades. Nous invitons les paroissiens intéressés à se manifester auprès de Marie-Annie, responsable de l'APID.. Ville: Paris"
60588448,Sacrement des malades,"Comme chaque année, le Sacrement des malades sera donné lors de la messe paroissiale dominicale du samedi 7 février à 18h30.  
Proche de la fête de Notre Dame de Lourdes, cette célébration est proposée aux personnes malades, âgées ou vivant une épreuve de santé physique ou psychologique.  
Une réunion de préparation aura lieu le mercredi 4 février, à 15h, au presbytère. Un tract sur les présentoirs permet de vous inscrire.",2026-02-07T19:30:00+01:00,Paris,"Titre: Sacrement des malades. Description: Comme chaque année, le Sacrement des malades sera donné lors de la messe paroissiale dominicale du samedi 7 février à 18h30.  
Proche de la fête de Notre Dame de Lourdes, cette célébration est proposée aux personnes malades, âgées ou vivant une épreuve de santé physique ou psychologique.  
Une réunion de préparation aura lieu le mercredi 4 février, à 15h, au presbytère. Un tract sur les présentoirs permet de vous inscrire.. Ville: Paris"
68671366,Sacrement des malades,"Comme chaque année, nous proposons à ceux qui le souhaitent de recevoir le sacrement des malades. Pour s’inscrire, rencontrer un prêtre lors de l’accueil, du mardi au samedi de 17h-18h15.  
Préparation  
Quand ? samedi 7 février de 10h à 12h Où ? chapelle Bon Secours.  
Célébration  
Quand ? samedi 7 février lors de la messe de 18h30 Où ? nouvelle église.",2026-02-07T19:30:00+01:00,Paris,"Titre: Sacrement des malades. Description: Comme chaque année, nous proposons à ceux qui le souhaitent de recevoir le sacrement des malades. Pour s’inscrire, rencontrer un prêtre lors de l’accueil, du mardi au samedi de 17h-18h15.  
Préparation  
Quand ? samedi 7 février de 10h à 12h Où ? chapelle Bon Secours.  
Célébration  
Quand ? samedi 7 février lors de la messe de 18h30 Où ? nouvelle église.. Ville: Paris"
37464083,Soirée de partage pour les jeunes pros et étudiants,"Jeunes pros et étudiants, vous êtes tous invités !  
Soirée crêpes à l'ocasion de la chandeleur et temps de partage sur le symbole de Nicée pour ses 1700 ans.",2026-02-07T21:00:00+01:00,Paris,"Titre: Soirée de partage pour les jeunes pros et étudiants. Description: Jeunes pros et étudiants, vous êtes tous invités !  
Soirée crêpes à l'ocasion de la chandeleur et temps de partage sur le symbole de Nicée pour ses 1700 ans.. Ville: Paris"
69558752,"Mozart : Intégrale des symphonies - n°8, 32, 35 et 36","[**Plongez au coeur de la saison Mozart avec le Pass 5 concerts !**](https://www.billetweb.fr/pro/passmozart)

Pour sa *Saison Mozart*, le **Collège des Bernardins** accueille **Débora Waldman** et **l'orchestre Idomeneo** qui interprèteront pour la première fois dans un même lieu et lors d'une même saison **l'intégrale des quarante et une symphonies** du compositeur.

Durant cette soirée, traversez la vie du compositeur, en commençant par la symphonie n°8. Découvrez ensuite trois oeuvres de sa maturité, les symphonies n°32, 35 ""Haffner"" et 36 ""Linz"".

[La *Saison Mozart* au **Collège des Bernardins**](https://www.collegedesbernardins.fr/art-et-culture/saison-mozart)**,** c'est une programmation riche de [concerts](/concerts), de [spectacles](https://www.collegedesbernardins.fr/agendathematiques-new=art%26culture) et de [conférences](https://www.collegedesbernardins.fr/agendacategorie-new=conf%C3%A9rence) tout au long de l'année ! Découvrez, redécouvrez et laissez-vous émerveiller par l'oeuvre du célèbre compositeur autrichien.

Crédit image : Augustin Frison-Roche, *Papageno &amp; Papagena*, 2025",2026-02-07T21:30:00+01:00,Paris,"Titre: Mozart : Intégrale des symphonies - n°8, 32, 35 et 36. Description: [**Plongez au coeur de la saison Mozart avec le Pass 5 concerts !**](https://www.billetweb.fr/pro/passmozart)

Pour sa *Saison Mozart*, le **Collège des Bernardins** accueille **Débora Waldman** et **l'orchestre Idomeneo** qui interprèteront pour la première fois dans un même lieu et lors d'une même saison **l'intégrale des quarante et une symphonies** du compositeur.

Durant cette soirée, traversez la vie du compositeur, en commençant par la symphonie n°8. Découvrez ensuite trois oeuvres de sa maturité, les symphonies n°32, 35 ""Haffner"" et 36 ""Linz"".

[La *Saison Mozart* au **Collège des Bernardins**](https://www.collegedesbernardins.fr/art-et-culture/saison-mozart)**,** c'est une programmation riche de [concerts](/concerts), de [spectacles](https://www.collegedesbernardins.fr/agendathematiques-new=art%26culture) et de [conférences](https://www.collegedesbernardins.fr/agendacategorie-new=conf%C3%A9rence) tout au long de l'année ! Découvrez, redécouvrez et laissez-vous émerveiller par l'oeuvre du célèbre compositeur autrichien.

Crédit image : Augustin Frison-Roche, *Papageno &amp; Papagena*, 2025. Ville: Paris"
98644968,Les quatre saisons de Vivaldi,"Orchestre Les Violons de France

Informations

https://lamadeleineparis.fr/event/les-quatre-saisons-de-vivaldi-2/",2026-02-07T21:00:00+01:00,Paris,"Titre: Les quatre saisons de Vivaldi. Description: Orchestre Les Violons de France

Informations

https://lamadeleineparis.fr/event/les-quatre-saisons-de-vivaldi-2/. Ville: Paris"
26729065,Concert Petite Messe Solennelle de Rossini,"Le samedi 7 février prochain, le Chœur Symphonique de Paris sera accueilli en l'église Saint-Philippe-du-Roule pour interpréter l'un des sommets de la musique sacrée : la Petite Messe Solennelle de Rossini.  
Sous la direction de Xavier Ricour, nous proposons une lecture respectueuse mais vivante de cette œuvre. Dans une démarche d'ouverture et d'originalité, l'harmonium liturgique sera remplacé par l'accordéon (Domi Emorine), dialoguant avec le piano (Yun-Yang Lee) pour souligner la ferveur et l'humanité de cette messe.  
Ensemble : Chœur Symphonique de Paris  
Direction : Xavier Ricour  
Piano : Yun-Yang Lee  
Accordéon : Domi Emorine  
Solistes : Valentine Bacquet (Soprano), Myrtille Cayot (Mezzo), Boris Mvuezolo (Ténor), Lysandre Châlon (Baryton-Basse).",2026-02-07T22:30:00+01:00,Paris,"Titre: Concert Petite Messe Solennelle de Rossini. Description: Le samedi 7 février prochain, le Chœur Symphonique de Paris sera accueilli en l'église Saint-Philippe-du-Roule pour interpréter l'un des sommets de la musique sacrée : la Petite Messe Solennelle de Rossini.  
Sous la direction de Xavier Ricour, nous proposons une lecture respectueuse mais vivante de cette œuvre. Dans une démarche d'ouverture et d'originalité, l'harmonium liturgique sera remplacé par l'accordéon (Domi Emorine), dialoguant avec le piano (Yun-Yang Lee) pour souligner la ferveur et l'humanité de cette messe.  
Ensemble : Chœur Symphonique de Paris  
Direction : Xavier Ricour  
Piano : Yun-Yang Lee  
Accordéon : Domi Emorine  
Solistes : Valentine Bacquet (Soprano), Myrtille Cayot (Mezzo), Boris Mvuezolo (Ténor), Lysandre Châlon (Baryton-Basse).. Ville: Paris"
20622423,Requiem for the living de Forest,par les Chœurs Résonances Suresnes,2026-02-07T22:30:00+01:00,Paris,Titre: Requiem for the living de Forest. Description: par les Chœurs Résonances Suresnes. Ville: Paris
94787153,Rencontre de préparation à la première communion ou à la confirmation,10h30 : messe des familles,2026-02-08T10:20:00+01:00,Paris,Titre: Rencontre de préparation à la première communion ou à la confirmation. Description: 10h30 : messe des familles. Ville: Paris
47633657,Sacrement des malades,Ceux qui désirent le recevoir peuvent prendre contact avec le père Thierry.,2026-02-08T11:30:00+01:00,Paris,Titre: Sacrement des malades. Description: Ceux qui désirent le recevoir peuvent prendre contact avec le père Thierry.. Ville: Paris
